id,author,description,guid,to,likecount,link,pubdate,replycount,title,authorChannelUrl
1903,@alexthealexander321,Masks are just like squid games,UgxtUYp27RG43N5fS6h4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxtUYp27RG43N5fS6h4AaABAg,2023-12-02 11:05:55,0,Masks are just like squid games,http://www.youtube.com/@alexthealexander321
1904,@AtulGunjal,😏,UgwqYe3VZuQ76OOIYdp4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwqYe3VZuQ76OOIYdp4AaABAg,2023-12-02 11:00:42,0,😏,http://www.youtube.com/@AtulGunjal
1905,@qayoomnaiko7962,Wow,Ugw3VSxGw77JhTg_hMZ4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugw3VSxGw77JhTg_hMZ4AaABAg,2023-12-02 10:59:05,0,Wow,http://www.youtube.com/@qayoomnaiko7962
1906,@mdismailsarkar8420,Someone can give me link?,UgwJn6HzH8CdElM4Nep4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwJn6HzH8CdElM4Nep4AaABAg,2023-12-02 10:47:32,0,Someone can give me link?,http://www.youtube.com/@mdismailsarkar8420
1907,@thelegends1141,We also need SOLDIER 2 Or SOLDIER RETURNS with BOBBY DEOL... *,Ugx2-xtFb8zRHQo1ZE94AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugx2-xtFb8zRHQo1ZE94AaABAg,2023-12-02 10:43:50,0,We also need SOLDIER 2 Or SOLDIER RETURNS with BOBBY DEOL... *,http://www.youtube.com/@thelegends1141
1908,@voyageunplannedvlogs7693,If there is any draw back for this film then that would be Rashmika Mandana. She is the biggest minus for this film her voice is absolutely irritating 🤮pls Tollywood don’t encourage her ….,UgxiyPdRqCCdOJvoVvt4AaABAg,,3,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxiyPdRqCCdOJvoVvt4AaABAg,2023-12-02 10:42:17,0,If there is any draw back for this film then that would be Rashmika Mandana. She is the biggest minus for this film her voice is absolutely irritating 🤮pls Tollywood don’t encourage her ….,http://www.youtube.com/@voyageunplannedvlogs7693
1909,@Fitnessmodel127,10 out of 10 Gaand faad movie 1 no,Ugzll8lXfYYlDhQnJv14AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugzll8lXfYYlDhQnJv14AaABAg,2023-12-02 10:30:39,0,10 out of 10 Gaand faad movie 1 no,http://www.youtube.com/@Fitnessmodel127
1910,@Justaisewaise,This movie is 🔥🔥🔥🔥🔥🔥,UgxpiNXvPFAjyYEt7Td4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxpiNXvPFAjyYEt7Td4AaABAg,2023-12-02 10:30:09,0,This movie is 🔥🔥🔥🔥🔥🔥,http://www.youtube.com/@Justaisewaise
1911,@jaihinddosto969,Sikhs on Fire 🔥🔥🔥🔥🔥🔥 Hum Sar Jhukana Jaante hai to Sar Udana bhi Jaante hai Sahab... -Prince Narula,UgxTelVtcyShXZ6gobN4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxTelVtcyShXZ6gobN4AaABAg,2023-12-02 10:26:09,0,Sikhs on Fire 🔥🔥🔥🔥🔥🔥 Hum Sar Jhukana Jaante hai to Sar Udana bhi Jaante hai Sahab... -Prince Narula,http://www.youtube.com/@jaihinddosto969
1912,@kheloboy980,If you want to watch his fucking movie then I suggest you to watch porn movies porn movies 100 times better than this fucking movie .Thank you,Ugyhpz52mxsw_-qITXp4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugyhpz52mxsw_-qITXp4AaABAg,2023-12-02 10:24:55,1,If you want to watch his fucking movie then I suggest you to watch porn movies porn movies 100 times better than this fucking movie .Thank you,http://www.youtube.com/@kheloboy980
1913,@RudraJMore,Why?,Ugyhpz52mxsw_-qITXp4AaABAg.9xpGLvGJy_J9xpIiQAyP09,@kheloboy980,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugyhpz52mxsw_-qITXp4AaABAg.9xpGLvGJy_J9xpIiQAyP09,2023-12-02 10:45:36,0,Why?,http://www.youtube.com/@RudraJMore
1914,@Neerajkumar-zs7wv,"यह फिल्म तो बहुत अच्छी है और कहनी भी बहुत सुंदर हैं, परंतु इसमें भाषा सबसे ज्यादा अंग्रेजी प्रयोग की गई है और हिंदी कम क्यो? ऐ हिंदी फिल्म हैं कि अंग्रेजी जो जो देखेगा उसको पता चल जायेगाय😂😂😂",Ugw2D1QA9OHX4GKuSpB4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugw2D1QA9OHX4GKuSpB4AaABAg,2023-12-02 10:24:48,0,"यह फिल्म तो बहुत अच्छी है और कहनी भी बहुत सुंदर हैं, परंतु इसमें भाषा सबसे ज्यादा अंग्रेजी प्रयोग की गई है और हिंदी कम क्यो? ऐ हिंदी फिल्म हैं कि अंग्रेजी जो जो देखेगा उसको पता चल जायेगाय😂😂😂",http://www.youtube.com/@Neerajkumar-zs7wv
1915,@as_bulbul_,Movie is Just opposite of trailer romantic movi bana ke rakh diya 😅,UgwkrMiIoK_NsUdWW5p4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwkrMiIoK_NsUdWW5p4AaABAg,2023-12-02 10:18:42,0,Movie is Just opposite of trailer romantic movi bana ke rakh diya 😅,http://www.youtube.com/@as_bulbul_
1916,@panksa7853,Ranbir is back with a bang..🔥 Acting A  .. No one is near to this animal 🐅,UgwWmYfIXLHCSbHc0lx4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwWmYfIXLHCSbHc0lx4AaABAg,2023-12-02 10:17:02,0,Ranbir is back with a bang..🔥 Acting A  .. No one is near to this animal 🐅,http://www.youtube.com/@panksa7853
1917,@gagmanarmy8752,"I wwatched this movie,, mind blowing movie bro",UgyYzix2UZI8nUxlBrF4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyYzix2UZI8nUxlBrF4AaABAg,2023-12-02 10:12:49,0,"I wwatched this movie,, mind blowing movie bro",http://www.youtube.com/@gagmanarmy8752
1918,@rookrook1890,App log yar acha sotory chune bhai koi maza nai he bhai,UgzbFsNv6LAouk0rkbN4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzbFsNv6LAouk0rkbN4AaABAg,2023-12-02 10:12:27,0,App log yar acha sotory chune bhai koi maza nai he bhai,http://www.youtube.com/@rookrook1890
1919,@sarojbehera8515,Excellent movie ❤,Ugzxmh1kP1dT06pWfBZ4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugzxmh1kP1dT06pWfBZ4AaABAg,2023-12-02 10:06:21,0,Excellent movie ❤,http://www.youtube.com/@sarojbehera8515
1920,@parmjeetkaur-uq7kq,Nice movie 🎥 🎉👌,UgwbHk5cUCB6FRIhQvJ4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwbHk5cUCB6FRIhQvJ4AaABAg,2023-12-02 09:54:15,0,Nice movie 🎥 🎉👌,http://www.youtube.com/@parmjeetkaur-uq7kq
1921,@shikhathakur3994,Fantastic!!!,Ugxf-omlOQ1Zus-VNYt4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugxf-omlOQ1Zus-VNYt4AaABAg,2023-12-02 09:45:50,0,Fantastic!!!,http://www.youtube.com/@shikhathakur3994
1922,@Legend-ip3ju,Bobby Deol k liye like kre,Ugz5O0SRVCJA9MTMFxt4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugz5O0SRVCJA9MTMFxt4AaABAg,2023-12-02 09:45:19,0,Bobby Deol k liye like kre,http://www.youtube.com/@Legend-ip3ju
1923,@Buddaconcepte,Brother I seen movie 🎥 india biggest movi all together javan and tiger3 i please watch animal godi media not listen india no 1 movie animal,UgxZlkCYl7VZm6K2i7V4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxZlkCYl7VZm6K2i7V4AaABAg,2023-12-02 09:45:09,0,Brother I seen movie 🎥 india biggest movi all together javan and tiger3 i please watch animal godi media not listen india no 1 movie animal,http://www.youtube.com/@Buddaconcepte
1924,@skmreviewvlogs5896,"*** Animal Hindi Movie Review *** Starring Ranbir Kapoor in the lead role. Also starring Rashmika Mandanna Bobby Deol  Anil S Kapoor . Directed by Sandeep Reddy Vanga. One Line Review : Family Vengeance Issue Portrayed through Quentin Tarantino style.. Ranbir Kapoor as an animal. An extremely violent version of Ranbir had been showcased here  he fits into these shoes well. Sandeep had taken out his extreme rage character  had made him toiled for this character which we were able to notice on the screen. Bobby Deol comes at the last 1 hour  his contribution had any impact. As his character was a mute person, his impact was too a mute. If it's conveyed in a way that its not always words but sometimes less words more action speaks as a defence mechanism, still Bobby Deol was under utilized. Anil Kapoor whose character is the soul and why this title suits Ranbir's character, had done a decent performance.. Rashmika an Ok performance delivery. But the film which was rocketing high in the first half with a terrific interval block , 2nd half was down with over insertion of family drama, father - son bond, lust, last few hours of streched feel made the movie watching unbearable. Sandeep had taken a told known topic in a violent mode. So it's like a coconut appearing to be tough at out but when broken it's decayed.. Still a 1 time Watchable flick.. 3 / 5 ⭐",Ugz__wqrYZv9DPr1RTt4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugz__wqrYZv9DPr1RTt4AaABAg,2023-12-02 09:43:45,0,"*** Animal Hindi Movie Review *** Starring Ranbir Kapoor in the lead role. Also starring Rashmika Mandanna Bobby Deol  Anil S Kapoor . Directed by Sandeep Reddy Vanga. One Line Review : Family Vengeance Issue Portrayed through Quentin Tarantino style.. Ranbir Kapoor as an animal. An extremely violent version of Ranbir had been showcased here  he fits into these shoes well. Sandeep had taken out his extreme rage character  had made him toiled for this character which we were able to notice on the screen. Bobby Deol comes at the last 1 hour  his contribution had any impact. As his character was a mute person, his impact was too a mute. If it's conveyed in a way that its not always words but sometimes less words more action speaks as a defence mechanism, still Bobby Deol was under utilized. Anil Kapoor whose character is the soul and why this title suits Ranbir's character, had done a decent performance.. Rashmika an Ok performance delivery. But the film which was rocketing high in the first half with a terrific interval block , 2nd half was down with over insertion of family drama, father - son bond, lust, last few hours of streched feel made the movie watching unbearable. Sandeep had taken a told known topic in a violent mode. So it's like a coconut appearing to be tough at out but when broken it's decayed.. Still a 1 time Watchable flick.. 3 / 5 ⭐",http://www.youtube.com/@skmreviewvlogs5896
1925,@ajayjoshi6341,😅,UgyAyW9owXqvk4gvyb94AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyAyW9owXqvk4gvyb94AaABAg,2023-12-02 09:35:07,0,😅,http://www.youtube.com/@ajayjoshi6341
1926,@BrijeshYadav.25,I will go to tomorrow watch this movie,UgyKNprAG86dNtmtUfR4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyKNprAG86dNtmtUfR4AaABAg,2023-12-02 09:32:06,0,I will go to tomorrow watch this movie,http://www.youtube.com/@BrijeshYadav.25
1927,@maiyusumra,Abe sale ese movies se youth par negetive impact padega Salo sabit kya karna chahte ho ese movies bana kar India me crime ko badhava dete ho,UgxwVHAbQ80MK-CsT-x4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxwVHAbQ80MK-CsT-x4AaABAg,2023-12-02 09:30:47,3,Abe sale ese movies se youth par negetive impact padega Salo sabit kya karna chahte ho ese movies bana kar India me crime ko badhava dete ho,http://www.youtube.com/@maiyusumra
1928,@secreativesoul4161,Kya hua is puri movie me ? Explain in short,UgxwVHAbQ80MK-CsT-x4AaABAg.9xpA9NLyw579xpYq0KyjRK,@maiyusumra,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxwVHAbQ80MK-CsT-x4AaABAg.9xpA9NLyw579xpYq0KyjRK,2023-12-02 13:06:27,0,Kya hua is puri movie me ? Explain in short,http://www.youtube.com/@secreativesoul4161
1929,@maiyusumra,Es movie me murder ko khule aam pramote Kiya Gaya hai boby deol ka gala kaat raha hai jis tarah se yah bahut negetive impact hai jis ko dekh kar logo me crime karne ki Isha ko badhava de raha hai,UgxwVHAbQ80MK-CsT-x4AaABAg.9xpA9NLyw579xs4512P1da,@maiyusumra,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxwVHAbQ80MK-CsT-x4AaABAg.9xpA9NLyw579xs4512P1da,2023-12-03 12:35:29,0,Es movie me murder ko khule aam pramote Kiya Gaya hai boby deol ka gala kaat raha hai jis tarah se yah bahut negetive impact hai jis ko dekh kar logo me crime karne ki Isha ko badhava de raha hai,http://www.youtube.com/@maiyusumra
1930,@maiyusumra,@@secreativesoul4161 ok,UgxwVHAbQ80MK-CsT-x4AaABAg.9xpA9NLyw579xs46TWsVxJ,@maiyusumra,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxwVHAbQ80MK-CsT-x4AaABAg.9xpA9NLyw579xs46TWsVxJ,2023-12-03 12:35:40,0,@@secreativesoul4161 ok,http://www.youtube.com/@maiyusumra
1931,@mahichaturvedi2004,Amazing movie 🎥,Ugx8oIObQR26AemsAxB4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugx8oIObQR26AemsAxB4AaABAg,2023-12-02 09:28:26,0,Amazing movie 🎥,http://www.youtube.com/@mahichaturvedi2004
1932,@user-vr6xn7eg8x,hat's off to sandeep vanga ! snjay  sunil was in the character's,UgzGcW8v3y-MKsXFroB4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzGcW8v3y-MKsXFroB4AaABAg,2023-12-02 09:24:43,0,hat's off to sandeep vanga ! snjay  sunil was in the character's,http://www.youtube.com/@user-vr6xn7eg8x
1933,@user-vr6xn7eg8x,ranbir is just superb as ANIMAL ! because no limits  rules for animal,UgzFQckn0HnRKvkKVhN4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzFQckn0HnRKvkKVhN4AaABAg,2023-12-02 09:23:32,0,ranbir is just superb as ANIMAL ! because no limits  rules for animal,http://www.youtube.com/@user-vr6xn7eg8x
1934,@zulqarnainawan662,combination of son of sathyamurthy 2   kabir singth   john wick,UgwGG29X8JIftCYEiyt4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwGG29X8JIftCYEiyt4AaABAg,2023-12-02 09:18:38,0,combination of son of sathyamurthy 2   kabir singth   john wick,http://www.youtube.com/@zulqarnainawan662
1935,@_Slighty,Janwar,Ugyfnyyta6p2BikqRVl4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugyfnyyta6p2BikqRVl4AaABAg,2023-12-02 09:17:12,0,Janwar,http://www.youtube.com/@_Slighty
1936,@unknowN-rq9px,Mask wala scene= squid games,UgycSE2V-p2r3fRwHrV4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgycSE2V-p2r3fRwHrV4AaABAg,2023-12-02 09:10:56,0,Mask wala scene= squid games,http://www.youtube.com/@unknowN-rq9px
1937,@kumarAnugulula,"Hiro action good, but direction not really good 😢",UgyFaOGbo7h31DlPLKR4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyFaOGbo7h31DlPLKR4AaABAg,2023-12-02 09:06:37,0,"Hiro action good, but direction not really good 😢",http://www.youtube.com/@kumarAnugulula
1938,@Akshitaa.98,Came back after watching movie ❤ go watch it don't believe negative pr! Worth watching❤ go book tickets,UgxcH1x6X1GPT0Oshy94AaABAg,,4,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxcH1x6X1GPT0Oshy94AaABAg,2023-12-02 08:58:23,0,Came back after watching movie ❤ go watch it don't believe negative pr! Worth watching❤ go book tickets,http://www.youtube.com/@Akshitaa.98
1939,@ManpreetSingh-do2vc,"The rest of Taylor is fine, but the one where Kapoor throws cigarette smoke at the Sikh Sardar is very reprehensible.",UgxFF7iipBv9PK8XmhV4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxFF7iipBv9PK8XmhV4AaABAg,2023-12-02 08:55:05,0,"The rest of Taylor is fine, but the one where Kapoor throws cigarette smoke at the Sikh Sardar is very reprehensible.",http://www.youtube.com/@ManpreetSingh-do2vc
1940,@mrvirendar1515,Faltu movi,UgwhGOmUCL6_hCXgkV94AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwhGOmUCL6_hCXgkV94AaABAg,2023-12-02 08:41:15,1,Faltu movi,http://www.youtube.com/@mrvirendar1515
1941,@AyanSahil,Chlbe,UgwhGOmUCL6_hCXgkV94AaABAg.9xp4UfU2_vF9xp5PP2SM55,@mrvirendar1515,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwhGOmUCL6_hCXgkV94AaABAg.9xp4UfU2_vF9xp5PP2SM55,2023-12-02 08:49:16,0,Chlbe,http://www.youtube.com/@AyanSahil
1942,@Prabhjotsingh36300,Kisi app prr availabe hoi,UgxLSH52_WAByCHGrWp4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxLSH52_WAByCHGrWp4AaABAg,2023-12-02 08:39:56,0,Kisi app prr availabe hoi,http://www.youtube.com/@Prabhjotsingh36300
1943,@shailendrasvlogs,Nice 👍,UgzJAdjDXIUbttQGBD94AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzJAdjDXIUbttQGBD94AaABAg,2023-12-02 08:37:47,0,Nice 👍,http://www.youtube.com/@shailendrasvlogs
1944,@dibyakc8344,Ranveer daughter really bring success in his life,UgyK24EQvmmpPAF_Ryx4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyK24EQvmmpPAF_Ryx4AaABAg,2023-12-02 08:33:27,0,Ranveer daughter really bring success in his life,http://www.youtube.com/@dibyakc8344
1945,@Boost007,🔥🔥,UgwG2XjAyFyFtmWkISx4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwG2XjAyFyFtmWkISx4AaABAg,2023-12-02 08:31:36,0,🔥🔥,http://www.youtube.com/@Boost007
1946,@onzzgaming1125,Bobby❤,Ugw90aoUd6tzkXRu5bt4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugw90aoUd6tzkXRu5bt4AaABAg,2023-12-02 08:24:05,0,Bobby❤,http://www.youtube.com/@onzzgaming1125
1947,@RHmakwana,Super Duper Hit Blockbuster 🔥🦁👑,UgycMejrAPhhLSQ9EyB4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgycMejrAPhhLSQ9EyB4AaABAg,2023-12-02 08:16:49,0,Super Duper Hit Blockbuster 🔥🦁👑,http://www.youtube.com/@RHmakwana
1948,@parisharma2322,Superb movie,UgxvgJdYuVHMxZwwOsJ4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxvgJdYuVHMxZwwOsJ4AaABAg,2023-12-02 08:12:39,0,Superb movie,http://www.youtube.com/@parisharma2322
1949,@KARANVEERSINGH-ob7mz,💪💪👍👍,UgxIt6wrI3oKZBOfwWh4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxIt6wrI3oKZBOfwWh4AaABAg,2023-12-02 08:10:39,0,💪💪👍👍,http://www.youtube.com/@KARANVEERSINGH-ob7mz
1950,@kalyanipuranik5205,Ranbir u r great actor,UgzXOK94N8KJ2Z4AzBJ4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzXOK94N8KJ2Z4AzBJ4AaABAg,2023-12-02 08:09:45,0,Ranbir u r great actor,http://www.youtube.com/@kalyanipuranik5205
1951,@chopravlogs3572,Nice Movie,UgzKgBc-6V_KHSC8H014AaABAg,,2,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzKgBc-6V_KHSC8H014AaABAg,2023-12-02 08:04:39,0,Nice Movie,http://www.youtube.com/@chopravlogs3572
1952,@Prince-zh6cm,Too much unnecessary rude scenes . Bobby has 5 mins role . Do not watch with family please,Ugw3Y1aOgZIn-ruiFMV4AaABAg,,5,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugw3Y1aOgZIn-ruiFMV4AaABAg,2023-12-02 08:00:28,1,Too much unnecessary rude scenes . Bobby has 5 mins role . Do not watch with family please,http://www.youtube.com/@Prince-zh6cm
1953,@secreativesoul4161,What happend ? In this whole movie try to explain in short form,Ugw3Y1aOgZIn-ruiFMV4AaABAg.9xp-oxWF7G29xpZ2G6QZgU,@Prince-zh6cm,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugw3Y1aOgZIn-ruiFMV4AaABAg.9xp-oxWF7G29xpZ2G6QZgU,2023-12-02 13:08:16,0,What happend ? In this whole movie try to explain in short form,http://www.youtube.com/@secreativesoul4161
1954,@1XGAMER007,Amazing 🌟,Ugz0rBRBC5sXgik20BF4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugz0rBRBC5sXgik20BF4AaABAg,2023-12-02 07:52:04,0,Amazing 🌟,http://www.youtube.com/@1XGAMER007
1955,@anshkumawat1548,Damn wild !!! What a movie yarrr !!! 💥👌🏻,UgyYs1XCCwrTu68kCfJ4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyYs1XCCwrTu68kCfJ4AaABAg,2023-12-02 07:48:07,0,Damn wild !!! What a movie yarrr !!! 💥👌🏻,http://www.youtube.com/@anshkumawat1548
1956,@Axomorlora157,Boby deol my childhood favourite actor,Ugxyo1BkMqnrRzdVC954AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugxyo1BkMqnrRzdVC954AaABAg,2023-12-02 07:47:36,0,Boby deol my childhood favourite actor,http://www.youtube.com/@Axomorlora157
1957,@LuvMusic816,Watching this trailer for the 5th time,Ugy9JjF21_7XH5CdJEF4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugy9JjF21_7XH5CdJEF4AaABAg,2023-12-02 07:47:09,0,Watching this trailer for the 5th time,http://www.youtube.com/@LuvMusic816
1958,@mrjainthebest8019,Came here after harsh beniwal's video,UgzZ1c4w3RAsjns8OaJ4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzZ1c4w3RAsjns8OaJ4AaABAg,2023-12-02 07:46:45,0,Came here after harsh beniwal's video,http://www.youtube.com/@mrjainthebest8019
1959,@Anand-zr3er,"simply fire 🔥 with sags , ranbir the next level actor",UgztvMyAWMInDSHD7eJ4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgztvMyAWMInDSHD7eJ4AaABAg,2023-12-02 07:42:13,0,"simply fire 🔥 with sags , ranbir the next level actor",http://www.youtube.com/@Anand-zr3er
1960,@SRA.SHAL.VIDEOS,Super 😍,Ugwe5HcYXRxkHmYHgMx4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugwe5HcYXRxkHmYHgMx4AaABAg,2023-12-02 07:41:08,0,Super 😍,http://www.youtube.com/@SRA.SHAL.VIDEOS
1961,@13JattBoot,💪💪,UgxxOMh9lAITqretbUp4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxxOMh9lAITqretbUp4AaABAg,2023-12-02 07:36:54,0,💪💪,http://www.youtube.com/@13JattBoot
1962,@RAJAT1096,Awesome movie its should be blockbuster movie.. Ranbir and rashmi u both done fabulous 👌👌,Ugwrd14njkY6p-hOqZt4AaABAg,,5,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugwrd14njkY6p-hOqZt4AaABAg,2023-12-02 07:33:26,0,Awesome movie its should be blockbuster movie.. Ranbir and rashmi u both done fabulous 👌👌,http://www.youtube.com/@RAJAT1096
1963,@crazyinfo9830,Ranbir best movie after sanju,UgxbzuWJMXYGAsKCTsJ4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxbzuWJMXYGAsKCTsJ4AaABAg,2023-12-02 07:23:14,0,Ranbir best movie after sanju,http://www.youtube.com/@crazyinfo9830
1964,@sasodekar,"What a waste of time and money really!!!. Are they aware what they want to show or produce?? Who are these stupid guys made such film?? Reality shows and life ka jamana hai, aur ye log gimmicks ke chakkar me kuch bhi dikhayenge..??! Animation film banao Bhai... Ye sab ab dekha nahi jata...",Ugz1i1tzgY3ISKfmx9N4AaABAg,,2,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugz1i1tzgY3ISKfmx9N4AaABAg,2023-12-02 07:23:05,0,"What a waste of time and money really!!!. Are they aware what they want to show or produce?? Who are these stupid guys made such film?? Reality shows and life ka jamana hai, aur ye log gimmicks ke chakkar me kuch bhi dikhayenge..??! Animation film banao Bhai... Ye sab ab dekha nahi jata...",http://www.youtube.com/@sasodekar
1965,@the-71,Unexpected movie,UgyxUF49MDHMSiLkFFB4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyxUF49MDHMSiLkFFB4AaABAg,2023-12-02 07:17:50,0,Unexpected movie,http://www.youtube.com/@the-71
1966,@dilshadq9183,Kgf ki yaad aayi,UgxId1Mh1rLOEBO440J4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxId1Mh1rLOEBO440J4AaABAg,2023-12-02 07:16:11,0,Kgf ki yaad aayi,http://www.youtube.com/@dilshadq9183
1967,@JubbarKhan-je7gb,লুচ্চা এজন্যই তো তোদের ডিমান্ড নাই,UgxRR9oMSzR9ImbUQyh4AaABAg,,2,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxRR9oMSzR9ImbUQyh4AaABAg,2023-12-02 07:14:13,0,লুচ্চা এজন্যই তো তোদের ডিমান্ড নাই,http://www.youtube.com/@JubbarKhan-je7gb
1968,@protiksarkar3465,"Whoever wants to know the meaning what Ranbir saying from 1:08 to 1:25 It's a doha of Kabir Das and it tells that when I looked for evil in the world, I could not find it anywhere, but when I looked within my own mind, I did not see a person worse than myself 😊😈",Ugw32tzpQ0CT7kgHc7Z4AaABAg,,14,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugw32tzpQ0CT7kgHc7Z4AaABAg,2023-12-02 07:11:34,2,"Whoever wants to know the meaning what Ranbir saying from 1:08 to 1:25 It's a doha of Kabir Das and it tells that when I looked for evil in the world, I could not find it anywhere, but when I looked within my own mind, I did not see a person worse than myself 😊😈",http://www.youtube.com/@protiksarkar3465
1969,@suhas25928,Please send me the dialogue,Ugw32tzpQ0CT7kgHc7Z4AaABAg.9xovDkF-_W-9xrKu_uTitX,@protiksarkar3465,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugw32tzpQ0CT7kgHc7Z4AaABAg.9xovDkF-_W-9xrKu_uTitX,2023-12-03 05:43:13,0,Please send me the dialogue,http://www.youtube.com/@suhas25928
1970,@protiksarkar3465,"​@@suhas25928 बुरा जो देखन मैं चला, बुरा न मिलिया कोय । जो दिल खोजा आपना, मुझसे बुरा न कोय ॥",Ugw32tzpQ0CT7kgHc7Z4AaABAg.9xovDkF-_W-9xrLTWeznwZ,@protiksarkar3465,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugw32tzpQ0CT7kgHc7Z4AaABAg.9xovDkF-_W-9xrLTWeznwZ,2023-12-03 05:48:08,0,"​@@suhas25928 बुरा जो देखन मैं चला, बुरा न मिलिया कोय । जो दिल खोजा आपना, मुझसे बुरा न कोय ॥",http://www.youtube.com/@protiksarkar3465
